season,player_id,player_name,team,position,green_zone_carries,targets,HVTs,team_green_zone_carries_all_games,total_team_RB_HVTs_all_games,team_green_zone_carries_in_played_games,total_team_RB_HVTs_in_played_games,games_played_season,HVTs_per_game,pct_team_green_zone_carries_all_games,pct_team_green_zone_carries_in_played_games,pct_team_RB_HVTs_all_games,pct_team_RB_HVTs_in_played_games,total_pass_attempts,total_touchdown_passes,avg_cpoe,touchdown_rate,games_over_30_degrees,games_below_30_degrees,avg_fp_over_30_degrees,avg_fp_below_30_degrees,avg_fp_wind_below_20_mph,avg_fp_wind_above_20_mph,diff_fp_temp_30_degrees,diff_fp_wind_20_mph,avg_pass_epa_deep_left,avg_pass_epa_deep_middle,avg_pass_epa_deep_right,avg_pass_epa_short_left,avg_pass_epa_short_middle,avg_pass_epa_short_right,avg_rec_epa_rec_deep_left,avg_rec_epa_rec_deep_middle,avg_rec_epa_rec_deep_right,avg_rec_epa_rec_short_left,avg_rec_epa_rec_short_middle,avg_rec_epa_rec_short_right,pct_targets_rec_deep_left,pct_targets_rec_deep_middle,pct_targets_rec_deep_right,pct_targets_rec_short_left,pct_targets_rec_short_middle,pct_targets_rec_short_right,total_tackled_for_loss,total_rb_carries,pct_carries_tackled_for_loss,down_1_attempts,down_1_completions,down_1_passing_yards,down_1_passing_tds,down_1_interceptions,down_1_sacks_taken,down_1_passing_first_downs,down_1_carries,down_1_rushing_yards,down_1_rushing_tds,down_1_fumbles,down_1_rushing_first_downs,down_1_targets,down_1_receptions,down_1_receiving_yards,down_1_receiving_tds,down_1_receiving_first_downs,down_1_total_first_downs,down_1_team_carries_in_played_games,down_1_team_targets_in_played_games,down_1_team_receptions_in_played_games,down_1_team_rush_fd_in_played_games,down_1_team_rec_fd_in_played_games,down_1_games_played,down_1_team_carries_all_games,down_1_team_targets_all_games,down_1_team_receptions_all_games,down_1_team_rush_fd_all_games,down_1_team_rec_fd_all_games,down_1_pct_team_carries_in_played_games,down_1_pct_team_targets_in_played_games,down_1_pct_team_receptions_in_played_games,down_1_pct_team_rush_fd_in_played_games,down_1_pct_team_rec_fd_in_played_games,down_1_yards_per_pass_attempt,down_1_yards_per_completion,down_1_yards_per_carry,down_1_yards_per_target,down_1_yards_per_reception,down_1_pass_attempts_per_game,down_1_completions_per_game,down_1_passing_yards_per_game,down_1_passing_first_downs_per_game,down_1_carries_per_game,down_1_rushing_yards_per_game,down_1_rushing_first_downs_per_game,down_1_targets_per_game,down_1_receptions_per_game,down_1_receiving_yards_per_game,down_1_receiving_first_downs_per_game,down_3_attempts,down_3_completions,down_3_passing_yards,down_3_passing_tds,down_3_interceptions,down_3_sacks_taken,down_3_passing_first_downs,down_3_carries,down_3_rushing_yards,down_3_rushing_tds,down_3_fumbles,down_3_rushing_first_downs,down_3_targets,down_3_receptions,down_3_receiving_yards,down_3_receiving_tds,down_3_receiving_first_downs,down_3_total_first_downs,down_3_team_carries_in_played_games,down_3_team_targets_in_played_games,down_3_team_receptions_in_played_games,down_3_team_rush_fd_in_played_games,down_3_team_rec_fd_in_played_games,down_3_games_played,down_3_team_carries_all_games,down_3_team_targets_all_games,down_3_team_receptions_all_games,down_3_team_rush_fd_all_games,down_3_team_rec_fd_all_games,down_3_pct_team_carries_in_played_games,down_3_pct_team_targets_in_played_games,down_3_pct_team_receptions_in_played_games,down_3_pct_team_rush_fd_in_played_games,down_3_pct_team_rec_fd_in_played_games,down_3_yards_per_pass_attempt,down_3_yards_per_completion,down_3_yards_per_carry,down_3_yards_per_target,down_3_yards_per_reception,down_3_pass_attempts_per_game,down_3_completions_per_game,down_3_passing_yards_per_game,down_3_passing_first_downs_per_game,down_3_carries_per_game,down_3_rushing_yards_per_game,down_3_rushing_first_downs_per_game,down_3_targets_per_game,down_3_receptions_per_game,down_3_receiving_yards_per_game,down_3_receiving_first_downs_per_game
2021,00-0034899,J.Wolford,LA,QB,0,0,NA,40,447,5,65,2,NA,0,0,NA,NA,5,0,-53.386,0,1,0,0,NA,0,NA,NA,NA,0,-2.842,0,0,0,-0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,20,11,7,2,5,1,238,243,159,31,72,0.05,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,2,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,12,7,1,5,2,48,157,92,16,74,0.1,0,0,0,0,2.5,5,0,0,0,1,0.5,2.5,0,0.5,0,0,0,0,0,0
2021,00-0034960,J.Meyers,NE,WR,0,128,NA,51,520,50,480,16,NA,0,0,NA,NA,NA,NA,NA,NA,12,0,0,NA,0,NA,NA,NA,0,0,1.665,0.122,0,0,0.261,-0.224,0.662,0.167,0.512,-0.337,0.151,0.008,0.04,0.262,0.246,0.294,NA,NA,NA,1,1,30,0,0,0,1,1,9,0,0,0,46,31,360,1,13,14,220,207,136,28,63,15,263,216,144,38,68,0.005,0.222,0.228,0,0.206,30,30,9,7.826,11.613,0.067,0.067,2,0.067,0.067,9,0,3.067,2.067,24,0.867,1,1,15,0,0,0,0,0,0,0,0,0,40,25,296,0,19,19,49,148,87,28,61,16,60,149,88,30,61,0,0.27,0.287,0,0.311,15,15,0,7.4,11.84,0.062,0.062,0.938,0,0,NA,0,2.5,1.562,18.5,1.188
2021,00-0034972,A.Mattison,MIN,RB,15,39,54,50,529,49,494,16,3.375,0.3,0.306,0.102,0.109,NA,NA,NA,NA,4,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,135,0.119,0,0,0,0,0,0,0,77,339,3,0,10,18,16,149,0,6,16,226,229,154,36,63,16,241,237,158,38,63,0.341,0.079,0.104,0.278,0.095,0,0,4.403,8.278,9.312,0,0,0,0,4.812,4.403,0.625,1.125,1,9.312,0.375,0,0,0,0,0,0,0,10,24,0,1,5,6,3,6,0,0,5,24,112,66,11,38,10,39,189,108,15,68,0.417,0.054,0.045,0.455,0,0,0,2.4,1,2,0,0,0,0,1,2.4,0.5,0.6,0.3,0.6,0
2021,00-0034983,H.Renfrow,LV,WR,0,129,NA,36,492,36,492,17,NA,0,0,NA,NA,NA,NA,NA,NA,5,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.654,2.497,0.033,0.208,0.354,0.535,0.023,0.023,0.07,0.43,0.164,0.289,NA,NA,NA,0,0,0,0,0,0,0,2,7,0,0,0,45,36,338,1,10,10,176,246,171,21,64,15,222,266,181,25,68,0.011,0.183,0.211,0,0.156,0,0,3.5,7.511,9.389,0,0,0,0,0.133,3.5,0,3,2.4,22.533,0.667,0,0,0,0,0,0,0,0,0,0,0,0,39,33,333,3,18,18,35,137,76,14,50,14,45,161,87,20,57,0,0.285,0.434,0,0.36,0,0,0,8.538,10.091,0,0,0,0,0,NA,0,2.786,2.357,23.786,1.286
2021,00-0035021,A.Dulin,IND,WR,0,22,NA,50,543,40,435,14,NA,0,0,NA,NA,NA,NA,NA,NA,4,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.177,1.483,-0.527,-0.293,0.503,-0.542,0.136,0.182,0.045,0.273,0.136,0.227,NA,NA,NA,0,0,0,0,0,0,0,3,32,0,0,1,9,4,89,2,4,5,129,133,78,22,37,9,247,228,135,46,62,0.023,0.068,0.051,0.045,0.108,0,0,10.667,9.889,22.25,0,0,0,0,0.333,10.667,0.111,1,0.444,9.889,0.444,0,0,0,0,0,0,0,0,0,0,0,0,3,1,23,0,1,1,12,33,20,7,14,3,59,151,77,34,52,0,0.091,0.05,0,0.071,0,0,0,7.667,23,0,0,0,0,0,NA,0,1,0.333,7.667,0.333
2021,00-0035040,D.Blough,DET,QB,0,0,NA,29,531,1,29,1,NA,0,0,NA,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,9,13,9,0,4,1,219,239,156,32,61,0.111,0,0,0,0,0,0,6,0,0,0,0,0,0,1,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,00-0035042,J.Gillan,CLE,P,0,0,NA,43,526,8,28,1,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,00-0035099,K.Blasingame,TEN,RB,0,2,2,44,587,8,96,3,0.667,0,0,0.003,0.021,NA,NA,NA,NA,2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,2,2,4,0,0,0,48,31,20,5,9,3,299,194,120,36,56,0.021,0.065,0.1,0,0,0,0,3,2,2,0,0,0,0,0.333,3,0,0.667,0.667,1.333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,00-0035125,A.Ingold,LV,RB,1,12,13,36,492,15,216,7,1.857,0.028,0.067,0.026,0.06,NA,NA,NA,NA,3,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,26,0,1,1,60,75,49,10,20,4,222,266,181,25,68,0.017,0.053,0.061,0,0.05,0,0,0,6.5,8.667,0,0,0,0,0.25,0,0,1,0.75,6.5,0.25,0,0,0,0,0,0,0,1,1,0,0,1,2,1,7,0,1,2,7,25,12,2,9,3,45,161,87,20,57,0.143,0.08,0.083,0.5,0.111,0,0,1,3.5,7,0,0,0,0,0.333,1,0.333,0.667,0.333,2.333,0.333
2021,00-0035140,M.Hardman,KC,WR,1,83,NA,42,447,42,447,17,NA,0.024,0.024,NA,NA,NA,NA,NA,NA,15,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0.685,-0.506,0.522,0.206,0.212,-0.038,0.072,0.012,0.096,0.398,0.229,0.193,NA,NA,NA,0,0,0,0,0,0,0,6,37,0,0,2,34,24,257,0,8,10,205,239,140,34,66,14,249,278,168,39,78,0.029,0.142,0.171,0.059,0.121,0,0,6.167,7.559,10.708,0,0,0,0,0.429,6.167,0.143,2.429,1.714,18.357,0.571,0,0,0,0,0,0,0,1,3,0,0,0,13,8,164,0,7,7,30,108,67,20,54,11,43,162,99,30,77,0.033,0.12,0.119,0,0.13,0,0,3,12.615,20.5,0,0,0,0,0.091,3,0,1.182,0.727,14.909,0.636
2021,00-0035184,D.Ozigbo,NO,RB,0,1,1,30,485,3,34,1,1,0,0,0.002,0.029,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,0,0,0,15,16,10,1,6,1,252,199,115,18,57,0.067,0,0,0,0,0,0,-3,0,0,0,0,0,0,1,-3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,00-0035187,A.Walter,NYJ,RB,2,3,5,50,457,19,106,4,1.25,0.04,0.105,0.011,0.047,NA,NA,NA,NA,3,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,0.077,0,0,0,0,0,0,0,18,80,0,0,3,2,2,9,0,1,4,60,47,27,8,17,4,217,239,145,25,64,0.3,0.043,0.074,0.375,0.059,0,0,4.444,4.5,4.5,0,0,0,0,4.5,4.444,0.75,0.5,0.5,2.25,0.25,0,0,0,0,0,0,0,3,12,0,0,1,0,0,0,0,0,1,9,26,11,4,7,3,38,174,81,22,55,0.333,0,0,0.25,0,0,0,4,0,0,0,0,0,0,1,4,0.333,0,0,0,0
2021,00-0035208,O.Zaccheaus,ATL,WR,0,54,NA,31,495,27,417,15,NA,0,0,NA,NA,NA,NA,NA,NA,6,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,3.301,1.324,0.022,-0.103,0.37,-0.012,0.038,0.038,0.057,0.245,0.245,0.377,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,15,8,84,1,6,6,117,122,80,8,34,10,242,196,126,25,58,0,0.123,0.1,0,0.176,0,0,0,5.6,10.5,0,0,0,0,0,NA,0,1.5,0.8,8.4,0.6,0,0,0,0,0,0,0,1,2,0,0,1,15,8,113,1,7,8,16,102,55,4,39,10,34,177,102,14,68,0.062,0.147,0.145,0.25,0.179,0,0,2,7.533,14.125,0,0,0,0,0.1,2,0.1,1.5,0.8,11.3,0.7
2021,00-0035215,D.Harris,NO,WR,0,59,NA,30,485,23,360,13,NA,0,0,NA,NA,NA,NA,NA,NA,6,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.773,1.04,-1.462,0.632,-0.232,-0.139,0.085,0.068,0.102,0.271,0.102,0.373,NA,NA,NA,0,0,0,0,0,0,0,5,41,0,0,1,21,9,106,0,5,6,155,140,80,10,35,11,252,199,115,18,57,0.032,0.15,0.112,0.1,0.143,0,0,8.2,5.048,11.778,0,0,0,0,0.455,8.2,0.091,1.909,0.818,9.636,0.455,0,0,0,0,0,0,0,0,0,0,0,0,17,12,202,1,8,8,29,98,52,17,35,10,63,157,77,28,50,0,0.173,0.231,0,0.229,0,0,0,11.882,16.833,0,0,0,0,0,NA,0,1.7,1.2,20.2,0.8
2021,00-0035216,D.Johnson,PIT,WR,0,173,NA,23,468,23,434,16,NA,0,0,NA,NA,NA,NA,NA,NA,13,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.053,0.769,0.083,0.171,0.039,0.172,0.053,0.012,0.13,0.379,0.148,0.278,NA,NA,NA,0,0,0,0,0,0,0,2,17,0,0,1,58,38,304,3,13,14,205,214,133,22,43,15,236,240,149,23,49,0.01,0.271,0.286,0.045,0.302,0,0,8.5,5.241,8,0,0,0,0,0.133,8.5,0.067,3.867,2.533,20.267,0.867,0,0,0,0,0,0,0,0,0,0,0,0,47,30,393,3,19,19,29,191,116,16,68,16,31,208,126,17,76,0,0.246,0.259,0,0.279,0,0,0,8.362,13.1,0,0,0,0,0,NA,0,2.938,1.875,24.562,1.188
2021,00-0035217,B.Snell,PIT,RB,0,4,4,23,468,15,365,13,0.308,0,0,0.009,0.011,NA,NA,NA,NA,10,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,36,0.111,0,0,0,0,0,0,0,20,53,0,0,0,0,0,0,0,0,0,149,157,97,15,29,11,236,240,149,23,49,0.134,0,0,0,0,0,0,2.65,0,0,0,0,0,0,1.818,2.65,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,1,7,0,0,0,9,57,36,4,22,5,31,208,126,17,76,0.333,0.035,0.028,0,0,0,0,1.667,3.5,7,0,0,0,0,0.6,1.667,0,0.4,0.2,1.4,0
2021,00-0035228,K.Murray,ARI,QB,11,0,NA,55,464,50,373,14,NA,0.2,0.22,NA,NA,514,24,4.214,0.047,4,0,0,NA,0,0,NA,0,0.515,0.759,0.965,0.244,0.279,-0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,126,1213,5,1,12,47,40,174,0,0,3,0,0,0,0,0,50,224,180,128,23,47,14,272,217,153,28,57,0.179,0,0,0.13,0,6.853,9.627,4.35,0,0,12.643,9,86.643,3.357,2.857,4.35,0.214,0,0,0,0,123,71,1029,11,2,11,48,16,103,1,0,8,0,0,0,0,0,56,54,125,72,33,49,14,71,150,88,40,60,0.296,0,0,0.242,0,8.366,14.493,6.438,0,0,8.786,5.071,73.5,3.429,1.143,6.438,0.571,0,0,0,0
2021,00-0035243,M.Sanders,PHI,RB,11,34,45,70,499,43,340,12,3.75,0.157,0.256,0.09,0.132,NA,NA,NA,NA,9,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,138,0.08,0,0,0,0,0,0,0,79,475,0,1,12,12,9,47,0,2,14,181,155,85,27,38,12,273,201,113,41,52,0.436,0.077,0.106,0.444,0.053,0,0,6.013,3.917,5.222,0,0,0,0,6.583,6.013,1,1,0.75,3.917,0.167,0,0,0,0,0,0,0,10,36,0,0,6,7,5,42,0,1,7,27,72,42,14,26,8,77,144,75,50,51,0.37,0.097,0.119,0.429,0.038,0,0,3.6,6,8.4,0,0,0,0,1.25,3.6,0.75,0.875,0.625,5.25,0.125
2021,00-0035250,D.Singletary,BUF,RB,18,50,68,58,409,58,409,17,4,0.31,0.31,0.166,0.166,NA,NA,NA,NA,14,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,188,0.064,0,0,0,0,0,0,0,107,422,3,0,11,24,20,107,0,3,14,225,295,193,30,92,17,225,295,193,30,92,0.476,0.081,0.104,0.367,0.033,0,0,3.944,4.458,5.35,0,0,0,0,6.294,3.944,0.647,1.412,1.176,6.294,0.176,0,0,0,0,0,0,0,6,43,1,0,3,7,5,17,1,1,4,24,79,42,15,29,7,55,167,87,33,70,0.25,0.089,0.119,0.2,0.034,0,0,7.167,2.429,3.4,0,0,0,0,0.857,7.167,0.429,1,0.714,2.429,0.143
2021,00-0035261,T.Pollard,DAL,RB,3,47,50,36,527,34,456,15,3.333,0.083,0.088,0.095,0.11,NA,NA,NA,NA,4,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,130,0.031,0,0,0,0,0,0,0,78,424,1,0,12,22,20,176,0,7,19,230,228,156,28,72,15,264,251,169,29,79,0.339,0.096,0.128,0.429,0.097,0,0,5.436,8,8.8,0,0,0,0,5.2,5.436,0.8,1.467,1.333,11.733,0.467,0,0,0,0,0,0,0,8,22,0,0,5,9,7,54,0,3,8,34,99,59,20,42,10,58,170,97,31,68,0.235,0.091,0.119,0.25,0.071,0,0,2.75,6,7.714,0,0,0,0,0.8,2.75,0.5,0.9,0.7,5.4,0.3
2021,00-0035268,R.Armstead,JAX,RB,1,4,5,34,390,1,49,2,2.5,0.029,1,0.013,0.102,NA,NA,NA,NA,2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,0,0,0,0,0,0,0,10,55,0,0,1,1,1,9,0,0,1,26,21,17,2,7,2,206,241,151,30,51,0.385,0.048,0.059,0.5,0,0,0,5.5,9,9,0,0,0,0,5,5.5,0.5,0.5,0.5,4.5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,10,8,1,6,1,46,166,79,20,56,0.2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,0,0,0,0,0
2021,00-0035273,Q.Ollison,ATL,RB,0,6,6,31,495,16,160,6,1,0,0,0.012,0.038,NA,NA,NA,NA,2,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,0.095,0,0,0,0,0,0,0,15,64,0,1,3,0,0,0,0,0,3,71,55,34,7,14,5,242,196,126,25,58,0.211,0,0,0.429,0,0,0,4.267,0,0,0,0,0,0,3,4.267,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,1,1,3,14,9,2,7,1,34,177,102,14,68,0,0.071,0.111,0,0.143,0,0,0,8,8,0,0,0,0,0,NA,0,1,1,8,1
2021,00-0035280,J.Bailey,NE,P,0,0,NA,51,520,7,33,1,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,00-0035289,G.Minshew,PHI,QB,0,0,NA,70,499,11,115,3,NA,0,0,NA,NA,66,4,3.16,0.061,2,0,0,NA,0,NA,NA,NA,1.455,0,1.476,-0.185,0.898,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,8,72,0,1,2,5,5,16,0,0,0,0,0,0,0,0,5,63,26,14,9,9,3,273,201,113,41,52,0.079,0,0,0,0,3.789,9,3.2,0,0,6.333,2.667,24,1.667,1.667,3.2,0,0,0,0,0,24,17,210,3,0,3,10,2,1,0,0,1,0,0,0,0,0,11,14,27,18,10,11,3,77,144,75,50,51,0.143,0,0,0.1,0,8.75,12.353,0.5,0,0,8,5.667,70,3.333,0.667,0.5,0.333,0,0,0,0
2021,00-0035291,T.Williams,CIN,RB,0,2,2,36,479,0,60,2,1,0,0,0.004,0.033,NA,NA,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,0.067,0,0,0,0,0,0,0,7,24,0,0,0,1,0,0,0,0,0,29,17,9,3,2,2,248,219,147,27,65,0.241,0.059,0,0,0,0,0,3.429,0,0,0,0,0,0,3.5,3.429,0,0.5,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,1,1,4,0,0,1,8,21,13,6,7,2,43,164,102,19,63,0.25,0.048,0.077,0.167,0,0,0,3.5,4,4,0,0,0,0,1,3.5,0.5,0.5,0.5,2,0
2021,00-0035298,S.Miller,TB,WR,0,9,NA,47,476,16,138,5,NA,0,0,NA,NA,NA,NA,NA,NA,3,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-1.994,-0.256,0.374,-0.387,0,0,0.222,0.222,0.111,0.444,NA,NA,NA,0,0,0,0,0,0,0,1,33,1,0,1,4,3,25,0,1,2,48,76,48,10,23,4,244,277,183,31,88,0.021,0.053,0.062,0.1,0.043,0,0,33,6.25,8.333,0,0,0,0,0.25,33,0.25,1,0.75,6.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,1,1,4,29,16,2,11,2,42,181,103,30,75,0,0.103,0.062,0,0.091,0,0,0,1.667,5,0,0,0,0,0,NA,0,1.5,0.5,2.5,0.5
2021,00-0035311,M.Gaskin,MIA,RB,20,63,83,43,466,43,466,17,4.882,0.465,0.465,0.178,0.178,NA,NA,NA,NA,15,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,173,0.092,0,0,0,0,0,0,0,94,278,2,0,6,27,23,93,1,3,9,208,238,157,20,57,16,223,248,164,21,60,0.452,0.113,0.146,0.3,0.053,0,0,2.957,3.444,4.043,0,0,0,0,5.875,2.957,0.375,1.688,1.438,5.812,0.188,0,0,0,0,0,0,0,14,47,0,0,6,18,10,48,1,6,12,47,145,77,22,58,13,55,178,93,25,70,0.298,0.124,0.13,0.273,0.103,0,0,3.357,2.667,4.8,0,0,0,0,1.077,3.357,0.462,1.385,0.769,3.692,0.462
2021,00-0035327,C.Moore,DET,DB,0,0,NA,29,531,0,35,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,00-0035342,P.Laird,MIA,RB,0,3,3,43,466,13,79,3,1,0,0,0.006,0.038,NA,NA,NA,NA,3,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,2,2,12,0,1,1,41,41,27,3,9,3,223,248,164,21,60,0.024,0.049,0.074,0,0.111,0,0,4,6,6,0,0,0,0,0.333,4,0,0.667,0.667,4,0.333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,1,5,9,7,2,6,1,55,178,93,25,70,0,0.111,0.143,0,0.167,0,0,0,5,5,0,0,0,0,0,NA,0,1,1,5,1
2021,00-0035350,P.Williams,MIA,WR,0,16,NA,43,466,20,165,6,NA,0,0,NA,NA,NA,NA,NA,NA,6,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.167,0,-1.313,-1.013,0,-0.137,0.062,0,0.062,0.312,0,0.562,NA,NA,NA,0,0,0,0,0,0,0,1,7,0,0,0,3,1,5,0,0,0,35,51,36,3,14,3,223,248,164,21,60,0.029,0.059,0.028,0,0,0,0,7,1.667,5,0,0,0,0,0.333,7,0,1,0.333,1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,36,17,2,11,3,55,178,93,25,70,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1.333,0,0,0
