season,player_id,player_name,team,position,green_zone_carries,targets,HVTs,team_green_zone_carries_all_games,total_team_RB_HVTs_all_games,team_green_zone_carries_in_played_games,total_team_RB_HVTs_in_played_games,games_played_season,HVTs_per_game,pct_team_green_zone_carries_all_games,pct_team_green_zone_carries_in_played_games,pct_team_RB_HVTs_all_games,pct_team_RB_HVTs_in_played_games,total_pass_attempts,total_touchdown_passes,avg_cpoe,touchdown_rate,games_over_30_degrees,games_below_30_degrees,avg_fp_over_30_degrees,avg_fp_below_30_degrees,avg_fp_wind_below_20_mph,avg_fp_wind_above_20_mph,diff_fp_temp_30_degrees,diff_fp_wind_20_mph,avg_pass_epa_deep_left,avg_pass_epa_deep_middle,avg_pass_epa_deep_right,avg_pass_epa_short_left,avg_pass_epa_short_middle,avg_pass_epa_short_right,avg_rec_epa_rec_deep_left,avg_rec_epa_rec_deep_middle,avg_rec_epa_rec_deep_right,avg_rec_epa_rec_short_left,avg_rec_epa_rec_short_middle,avg_rec_epa_rec_short_right,pct_targets_rec_deep_left,pct_targets_rec_deep_middle,pct_targets_rec_deep_right,pct_targets_rec_short_left,pct_targets_rec_short_middle,pct_targets_rec_short_right,total_tackled_for_loss,total_rb_carries,pct_carries_tackled_for_loss,down_1_attempts,down_1_completions,down_1_passing_yards,down_1_passing_tds,down_1_interceptions,down_1_sacks_taken,down_1_passing_first_downs,down_1_carries,down_1_rushing_yards,down_1_rushing_tds,down_1_fumbles,down_1_rushing_first_downs,down_1_targets,down_1_receptions,down_1_receiving_yards,down_1_receiving_tds,down_1_receiving_first_downs,down_1_total_first_downs,down_1_team_carries_in_played_games,down_1_team_targets_in_played_games,down_1_team_receptions_in_played_games,down_1_team_rush_fd_in_played_games,down_1_team_rec_fd_in_played_games,down_1_games_played,down_1_team_carries_all_games,down_1_team_targets_all_games,down_1_team_receptions_all_games,down_1_team_rush_fd_all_games,down_1_team_rec_fd_all_games,down_1_pct_team_carries_in_played_games,down_1_pct_team_targets_in_played_games,down_1_pct_team_receptions_in_played_games,down_1_pct_team_rush_fd_in_played_games,down_1_pct_team_rec_fd_in_played_games,down_1_yards_per_pass_attempt,down_1_yards_per_completion,down_1_yards_per_carry,down_1_yards_per_target,down_1_yards_per_reception,down_1_pass_attempts_per_game,down_1_completions_per_game,down_1_passing_yards_per_game,down_1_passing_first_downs_per_game,down_1_carries_per_game,down_1_rushing_yards_per_game,down_1_rushing_first_downs_per_game,down_1_targets_per_game,down_1_receptions_per_game,down_1_receiving_yards_per_game,down_1_receiving_first_downs_per_game,down_3_attempts,down_3_completions,down_3_passing_yards,down_3_passing_tds,down_3_interceptions,down_3_sacks_taken,down_3_passing_first_downs,down_3_carries,down_3_rushing_yards,down_3_rushing_tds,down_3_fumbles,down_3_rushing_first_downs,down_3_targets,down_3_receptions,down_3_receiving_yards,down_3_receiving_tds,down_3_receiving_first_downs,down_3_total_first_downs,down_3_team_carries_in_played_games,down_3_team_targets_in_played_games,down_3_team_receptions_in_played_games,down_3_team_rush_fd_in_played_games,down_3_team_rec_fd_in_played_games,down_3_games_played,down_3_team_carries_all_games,down_3_team_targets_all_games,down_3_team_receptions_all_games,down_3_team_rush_fd_all_games,down_3_team_rec_fd_all_games,down_3_pct_team_carries_in_played_games,down_3_pct_team_targets_in_played_games,down_3_pct_team_receptions_in_played_games,down_3_pct_team_rush_fd_in_played_games,down_3_pct_team_rec_fd_in_played_games,down_3_yards_per_pass_attempt,down_3_yards_per_completion,down_3_yards_per_carry,down_3_yards_per_target,down_3_yards_per_reception,down_3_pass_attempts_per_game,down_3_completions_per_game,down_3_passing_yards_per_game,down_3_passing_first_downs_per_game,down_3_carries_per_game,down_3_rushing_yards_per_game,down_3_rushing_first_downs_per_game,down_3_targets_per_game,down_3_receptions_per_game,down_3_receiving_yards_per_game,down_3_receiving_first_downs_per_game
2018,00-0030279,K.Allen,LAC,WR,0,137,NA,22,489,20,461,15,NA,0,0,NA,NA,NA,NA,NA,NA,14,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.787,2.119,0.296,0.465,0.548,-0.098,0.059,0.051,0.059,0.25,0.294,0.287,NA,NA,NA,0,0,0,0,0,0,0,6,65,0,0,3,51,41,474,3,20,23,228,190,132,43,73,15,245,206,139,45,80,0.026,0.268,0.311,0.07,0.274,0,0,10.833,9.294,11.561,0,0,0,0,0.4,10.833,0.2,3.4,2.733,31.6,1.333,0,0,0,0,0,0,0,0,0,0,0,0,38,21,330,1,17,17,26,141,75,12,52,15,28,149,80,14,56,0,0.27,0.28,0,0.327,0,0,0,8.684,15.714,0,0,0,0,0,NA,0,2.533,1.4,22,1.133
2018,00-0030288,R.Burkhead,NE,RB,0,20,20,56,561,19,294,8,2.5,0,0,0.036,0.068,NA,NA,NA,NA,7,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,57,0.053,0,0,0,0,0,0,0,29,88,0,0,3,13,10,97,1,3,6,126,112,77,15,36,8,268,228,158,39,71,0.23,0.116,0.13,0.2,0.083,0,0,3.034,7.462,9.7,0,0,0,0,3.625,3.034,0.375,1.625,1.25,12.125,0.375,0,0,0,0,0,0,0,7,21,0,0,3,2,1,5,0,0,3,28,39,20,12,16,5,64,137,67,34,48,0.25,0.051,0.05,0.25,0,0,0,3,2.5,5,0,0,0,0,1.4,3,0.6,0.4,0.2,1,0
2018,00-0030404,C.Thompson,WAS,RB,2,56,58,22,439,14,288,10,5.8,0.091,0.143,0.132,0.201,NA,NA,NA,NA,8,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,43,0.163,0,0,0,0,0,0,0,20,67,0,0,4,23,14,104,0,3,7,155,101,61,16,25,10,245,172,100,28,39,0.129,0.228,0.23,0.25,0.12,0,0,3.35,4.522,7.429,0,0,0,0,2,3.35,0.4,2.3,1.4,10.4,0.3,0,0,0,0,0,0,0,6,21,0,0,0,16,15,106,0,4,4,29,97,52,16,29,10,45,161,85,25,50,0.207,0.165,0.288,0,0.138,0,0,3.5,6.625,7.067,0,0,0,0,0.6,3.5,0,1.6,1.5,10.6,0.4
2018,00-0030414,S.Ware,KC,RB,8,23,31,51,395,35,284,11,2.818,0.157,0.229,0.078,0.109,NA,NA,NA,NA,10,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,51,0.039,0,0,0,0,0,0,0,24,110,1,0,5,8,6,85,0,3,8,135,147,89,31,50,9,219,262,163,36,86,0.178,0.054,0.067,0.161,0.06,0,0,4.583,10.625,14.167,0,0,0,0,2.667,4.583,0.556,0.889,0.667,9.444,0.333,0,0,0,0,0,0,0,9,51,0,0,3,10,9,114,0,5,8,26,64,39,11,33,8,43,134,78,18,65,0.346,0.156,0.231,0.273,0.152,0,0,5.667,11.4,12.667,0,0,0,0,1.125,5.667,0.375,1.25,1.125,14.25,0.625
2018,00-0030431,R.Woods,LA,WR,1,130,NA,54,474,54,474,16,NA,0.019,0.019,NA,NA,NA,NA,NA,NA,11,2,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0.067,1.805,0.335,0.502,0.477,0.381,0.115,0.054,0.092,0.254,0.246,0.238,NA,NA,NA,0,0,0,0,0,0,0,14,129,1,0,5,50,34,566,4,24,29,272,241,155,53,88,16,272,241,155,53,88,0.051,0.207,0.219,0.094,0.273,0,0,9.214,11.32,16.647,0,0,0,0,0.875,9.214,0.312,3.125,2.125,35.375,1.5,0,0,0,0,0,0,0,1,2,0,0,1,33,23,293,1,18,19,50,133,76,28,55,15,51,140,82,28,58,0.02,0.248,0.303,0.036,0.327,0,0,2,8.879,12.739,0,0,0,0,0.067,2,0.067,2.2,1.533,19.533,1.2
2018,00-0030432,C.Michael,IND,RB,0,0,0,37,477,2,33,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,10,21,15,0,1,1,202,285,189,30,77,0.2,0,0,0,0,0,0,4.5,0,0,0,0,0,0,2,4.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,00-0030433,M.Gillislee,NO,RB,0,1,1,74,534,21,134,4,0.25,0,0,0.002,0.007,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,0,0,0,0,0,0,0,0,10,34,0,1,0,1,1,9,0,0,0,50,80,63,10,29,4,256,224,163,41,84,0.2,0.013,0.016,0,0,0,0,3.4,9,9,0,0,0,0,2.5,3.4,0,0.25,0.25,2.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,3,2,1,1,51,133,83,27,55,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,00-0030456,G.Bernard,CIN,RB,6,49,55,28,422,23,322,12,4.583,0.214,0.261,0.13,0.171,NA,NA,NA,NA,9,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,56,0.089,0,0,0,0,0,0,0,33,125,2,0,8,20,18,110,0,2,10,154,164,104,28,44,12,200,224,137,36,58,0.214,0.122,0.173,0.286,0.045,0,0,3.788,5.5,6.111,0,0,0,0,2.75,3.788,0.667,1.667,1.5,9.167,0.167,0,0,0,0,0,0,0,6,16,0,0,1,17,9,71,0,4,5,19,82,42,11,26,8,38,152,72,21,48,0.316,0.207,0.214,0.091,0.154,0,0,2.667,4.176,7.889,0,0,0,0,0.75,2.667,0.125,2.125,1.125,8.875,0.5
2018,00-0030465,K.Barner,NE,RB,2,0,2,56,561,30,212,6,0.333,0.036,0.067,0.004,0.009,NA,NA,NA,NA,6,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,0.105,0,0,0,0,0,0,0,17,63,0,0,2,0,0,0,0,0,2,99,64,42,18,15,5,268,228,158,39,71,0.172,0,0,0.111,0,0,0,3.706,0,0,0,0,0,0,3.4,3.706,0.4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,00-0030513,L.Murray,MIN,RB,8,27,35,20,398,20,398,16,2.188,0.4,0.4,0.088,0.088,NA,NA,NA,NA,7,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,140,0.079,0,0,0,0,0,0,0,85,374,4,0,8,15,14,97,0,5,13,199,255,182,22,80,16,199,255,182,22,80,0.427,0.059,0.077,0.364,0.062,0,0,4.4,6.467,6.929,0,0,0,0,5.312,4.4,0.5,0.938,0.875,6.062,0.312,0,0,0,0,0,0,0,10,40,0,0,4,4,4,24,0,0,4,25,120,66,8,45,11,31,173,92,12,61,0.4,0.033,0.061,0.5,0,0,0,4,6,6,0,0,0,0,0.909,4,0.364,0.364,0.364,2.182,0
2018,00-0030525,T.Austin,DAL,WR,0,13,NA,34,466,9,188,7,NA,0,0,NA,NA,NA,NA,NA,NA,3,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.091,0,-2.62,-0.444,0.489,0.704,0.231,0,0.154,0.231,0.154,0.231,NA,NA,NA,0,0,0,0,0,0,0,5,37,0,0,1,7,4,123,1,3,4,111,82,43,20,22,7,239,210,128,35,53,0.045,0.085,0.093,0.05,0.136,0,0,7.4,17.571,30.75,0,0,0,0,0.714,7.4,0.143,1,0.571,17.571,0.429,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,1,1,2,15,12,2,9,1,46,169,99,30,59,0,0.067,0.083,0,0.111,0,0,0,10,10,0,0,0,0,0,NA,0,1,1,10,1
2018,00-0030533,M.Barkley,BUF,QB,1,0,NA,30,446,4,41,1,NA,0.033,0.25,NA,NA,26,2,4.73,0.077,1,0,0,NA,0,NA,NA,NA,0.447,-0.554,1.335,0.828,0.671,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,124,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,20,11,6,1,5,1,227,211,116,29,47,0,0,0,0,0,11.273,20.667,0,0,0,11,6,124,5,0,NA,0,0,0,0,0,12,7,91,1,0,1,6,1,-1,0,0,0,0,0,0,0,0,6,4,12,7,2,6,1,49,166,73,20,48,0.25,0,0,0,0,7.583,13,-1,0,0,12,7,91,6,1,-1,0,0,0,0,0
2018,00-0030564,D.Hopkins,HOU,WR,0,163,NA,34,435,34,435,16,NA,0,0,NA,NA,NA,NA,NA,NA,7,0,0,NA,0,NA,NA,NA,0,0,-0.446,0,0,0,0.157,1.366,1.136,0.261,0.63,0.337,0.086,0.055,0.074,0.313,0.184,0.288,NA,NA,NA,1,0,0,0,0,0,0,1,-7,0,0,0,52,34,444,3,21,21,285,182,107,32,58,16,285,182,107,32,58,0.004,0.286,0.318,0,0.362,0,0,-7,8.538,13.059,0.062,0,0,0,0.062,-7,0,3.25,2.125,27.75,1.312,0,0,0,0,0,0,0,0,0,0,0,0,44,30,354,3,22,22,41,147,80,20,50,14,45,164,89,21,56,0,0.299,0.375,0,0.44,0,0,0,8.045,11.8,0,0,0,0,0,NA,0,3.143,2.143,25.286,1.571
2018,00-0030565,G.Smith,LAC,QB,0,0,NA,22,489,11,132,4,NA,0,0,NA,NA,5,0,-28.202,0,4,0,0,NA,0,NA,NA,NA,0,0,0,-0.795,-0.849,-0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,53,36,27,9,18,3,245,206,139,45,80,0.075,0,0,0,0,0,0,1.5,0,0,0,0,0,0,1.333,1.5,0,0,0,0,0,3,1,8,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,3,13,5,0,4,2,28,149,80,14,56,0.333,0,0,0,0,2.667,8,-1,0,0,1.5,0.5,4,0,0.5,-1,0,0,0,0,0
2018,00-0030578,C.Patterson,NE,WR,4,29,NA,56,561,55,530,15,NA,0.071,0.073,NA,NA,NA,NA,NA,NA,14,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.567,0,1.531,0.006,-1.088,0.589,0.107,0,0.071,0.536,0.107,0.179,NA,NA,NA,0,0,0,0,0,0,0,22,124,0,0,5,9,5,96,1,4,9,181,139,95,25,43,10,268,228,158,39,71,0.122,0.065,0.053,0.2,0.093,0,0,5.636,10.667,19.2,0,0,0,0,2.2,5.636,0.5,0.9,0.5,9.6,0.4,0,0,0,0,0,0,0,5,15,0,0,1,8,5,69,2,3,4,33,81,41,16,26,9,64,137,67,34,48,0.152,0.099,0.122,0.062,0.115,0,0,3,8.625,13.8,0,0,0,0,0.556,3,0.111,0.889,0.556,7.667,0.333
2018,00-0030656,I.Crowell,NYJ,RB,7,28,35,21,457,16,376,13,2.692,0.333,0.438,0.077,0.093,NA,NA,NA,NA,12,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,143,0.119,0,0,0,0,0,0,0,76,368,2,0,8,13,9,51,0,2,10,168,169,88,17,39,13,207,211,118,20,55,0.452,0.077,0.102,0.471,0.051,0,0,4.842,3.923,5.667,0,0,0,0,5.846,4.842,0.615,1,0.692,3.923,0.154,0,0,0,0,0,0,0,14,28,1,0,4,5,4,31,0,2,6,38,113,47,14,30,11,50,164,73,19,50,0.368,0.044,0.085,0.286,0.067,0,0,2,6.2,7.75,0,0,0,0,1.273,2,0.364,0.455,0.364,2.818,0.182
2018,00-0030663,W.Snead IV,BAL,WR,0,89,NA,45,463,36,400,14,NA,0,0,NA,NA,NA,NA,NA,NA,12,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.228,0.853,-0.66,-0.277,0.334,-0.309,0.021,0.042,0.053,0.2,0.505,0.179,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,1,1,1,207,176,112,29,49,12,287,211,131,37,54,0,0.011,0.009,0,0.02,0,0,0,6.5,13,0,0,0,0,0,NA,0,0.167,0.083,1.083,0.083,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,0,1,1,49,127,70,35,48,12,76,155,82,50,55,0,0.016,0.014,0,0.021,0,0,0,6,12,0,0,0,0,0,NA,0,0.167,0.083,1,0.083
2018,00-0030668,C.West,KC,RB,0,3,3,51,395,6,50,2,1.5,0,0,0.008,0.06,NA,NA,NA,NA,2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.5,0,0,0,0,0,0,0,1,-2,0,0,0,2,1,25,1,1,1,20,33,20,3,11,2,219,262,163,36,86,0.05,0.061,0.05,0,0.091,0,0,-2,12.5,25,0,0,0,0,0.5,-2,0,1,0.5,12.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,00-0030669,A.Wilson,MIA,WR,1,35,NA,11,423,9,177,7,NA,0.091,0.111,NA,NA,NA,NA,NA,NA,7,0,0,NA,0,NA,NA,NA,0,0,4.352,0,0,0,-0.965,1.857,-2.442,-0.416,2.788,-0.226,0.057,0.029,0.057,0.229,0.229,0.4,NA,NA,NA,1,1,52,1,0,0,1,2,-3,0,0,0,10,8,134,2,2,3,84,68,44,11,21,6,205,184,116,23,53,0.024,0.147,0.182,0,0.095,52,52,-1.5,13.4,16.75,0.167,0.167,8.667,0.167,0.333,-1.5,0,1.667,1.333,22.333,0.333,0,0,0,0,0,0,0,1,5,0,0,1,11,7,95,1,4,5,16,59,35,6,23,6,36,151,73,13,43,0.062,0.186,0.2,0.167,0.174,0,0,5,8.636,13.571,0,0,0,0,0.167,5,0.167,1.833,1.167,15.833,0.667
2018,00-0030710,T.Burton,CHI,TE,0,77,NA,31,500,31,500,16,NA,0,0,NA,NA,NA,NA,NA,NA,12,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,34,25,269,3,11,11,169,166,103,17,44,12,242,212,136,24,53,0,0.205,0.243,0,0.25,0,0,0,7.912,10.76,0,0,0,0,0,NA,0,2.833,2.083,22.417,0.917,0,0,0,0,0,0,0,1,2,0,0,1,15,8,76,0,6,7,44,90,51,22,36,10,63,139,80,31,51,0.023,0.167,0.157,0.045,0.167,0,0,2,5.067,9.5,0,0,0,0,0.1,2,0.1,1.5,0.8,7.6,0.6
2018,00-0030711,D.Fluellen,TEN,RB,0,0,0,40,459,9,70,2,0,0,0,0,0,NA,NA,NA,NA,2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.25,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,39,20,12,6,8,2,247,169,110,35,55,0.077,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,00-0030741,R.Nix,PIT,RB,0,6,6,32,413,12,127,5,1.2,0,0,0.015,0.047,NA,NA,NA,NA,4,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,0,1,1,26,35,23,4,11,2,209,288,180,35,78,0,0.057,0.043,0,0.091,0,0,0,5.5,11,0,0,0,0,0,NA,0,1,0.5,5.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,00-0030874,Dam. Williams,KC,RB,7,24,31,51,395,30,249,10,3.1,0.137,0.233,0.078,0.124,NA,NA,NA,NA,9,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,50,0.1,0,0,0,0,0,0,0,26,99,2,1,4,15,14,103,1,5,9,121,137,82,17,42,9,219,262,163,36,86,0.215,0.109,0.171,0.235,0.119,0,0,3.808,6.867,7.357,0,0,0,0,2.889,3.808,0.444,1.667,1.556,11.444,0.556,0,0,0,0,0,0,0,4,29,0,0,2,2,2,7,0,1,3,13,39,22,6,17,4,43,134,78,18,65,0.308,0.051,0.091,0.333,0.059,0,0,7.25,3.5,3.5,0,0,0,0,1,7.25,0.5,0.5,0.5,1.75,0.25
2018,00-0030968,K.Smith,LV,RB,1,7,8,36,482,12,157,5,1.6,0.028,0.083,0.017,0.051,NA,NA,NA,NA,5,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,0,1,1,29,24,21,5,12,2,219,223,147,24,55,0,0.083,0.095,0,0.083,0,0,0,7.5,7.5,0,0,0,0,0,NA,0,1,1,7.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,1,1,6,20,12,3,9,2,35,162,87,17,56,0,0.1,0.167,0,0.111,0,0,0,1.5,1.5,0,0,0,0,0,NA,0,1,1,1.5,0.5
2018,00-0031023,Q.Enunwa,NYJ,WR,0,69,NA,21,457,15,325,11,NA,0,0,NA,NA,NA,NA,NA,NA,10,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.215,-0.823,-0.469,-0.237,-0.047,0.381,0.029,0.015,0.118,0.353,0.132,0.353,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,22,13,199,0,7,7,125,111,58,12,26,9,207,211,118,20,55,0.008,0.198,0.224,0,0.269,0,0,0,9.045,15.308,0,0,0,0,0.111,0,0,2.444,1.444,22.111,0.778,0,0,0,0,0,0,0,0,0,0,0,0,20,11,109,0,8,8,27,91,40,10,26,9,50,164,73,19,50,0,0.22,0.275,0,0.308,0,0,0,5.45,9.909,0,0,0,0,0,NA,0,2.222,1.222,12.111,0.889
2018,00-0031045,C.Hyde,CLE,RB,14,9,23,36,458,38,429,14,1.643,0.389,0.368,0.05,0.054,NA,NA,NA,NA,11,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,172,0.105,0,0,0,0,0,0,0,90,325,2,1,10,6,4,21,0,0,10,193,178,94,23,38,13,220,245,145,29,74,0.466,0.034,0.043,0.435,0,0,0,3.611,3.5,5.25,0,0,0,0,6.923,3.611,0.769,0.462,0.308,1.615,0,0,0,0,0,0,0,0,10,24,2,0,5,1,0,0,0,0,5,26,93,47,14,29,8,58,172,85,35,58,0.385,0.011,0,0.357,0,0,0,2.4,0,0,0,0,0,0,1.25,2.4,0.625,0.125,0,0,0
2018,00-0031051,J.Brown,BAL,WR,0,98,NA,45,463,45,463,16,NA,0,0,NA,NA,NA,NA,NA,NA,14,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.157,0.787,0.276,0.372,0.051,0.119,0.113,0.072,0.196,0.113,0.258,0.247,NA,NA,NA,0,0,0,0,0,0,0,2,4,0,0,0,30,14,316,1,8,8,241,194,122,32,50,14,287,211,131,37,54,0.008,0.155,0.115,0,0.16,0,0,2,10.533,22.571,0,0,0,0,0.143,2,0,2.143,1,22.571,0.571,0,0,0,0,0,0,0,0,0,0,0,0,29,12,157,2,8,8,58,129,66,37,45,13,76,155,82,50,55,0,0.225,0.182,0,0.178,0,0,0,5.414,13.083,0,0,0,0,0,NA,0,2.231,0.923,12.077,0.615
2018,00-0031060,D.Thomas,KC,WR,0,5,NA,51,395,10,76,3,NA,0,0,NA,NA,NA,NA,NA,NA,3,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.51,-1.011,1.582,0.621,1.55,0,0.2,0.2,0.2,0.2,0.2,NA,NA,NA,0,0,0,0,0,0,0,1,6,0,0,0,2,1,1,1,1,1,27,29,17,1,8,2,219,262,163,36,86,0.037,0.069,0.059,0,0.125,0,0,6,0.5,1,0,0,0,0,0.5,6,0,1,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,00-0031062,J.White,NE,RB,15,123,138,56,561,56,561,16,8.625,0.268,0.268,0.246,0.246,NA,NA,NA,NA,15,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,94,0.021,0,0,0,0,0,0,0,53,225,3,0,8,44,30,244,2,7,15,268,228,158,39,71,16,268,228,158,39,71,0.198,0.193,0.19,0.205,0.099,0,0,4.245,5.545,8.133,0,0,0,0,3.312,4.245,0.5,2.75,1.875,15.25,0.438,0,0,0,0,0,0,0,16,79,2,0,7,30,19,156,3,13,20,64,137,67,34,48,16,64,137,67,34,48,0.25,0.219,0.284,0.206,0.271,0,0,4.938,5.2,8.211,0,0,0,0,1,4.938,0.438,1.875,1.188,9.75,0.812
2018,00-0031075,A.Blue,HOU,RB,8,27,35,34,435,34,435,16,2.188,0.235,0.235,0.08,0.08,NA,NA,NA,NA,7,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,150,0.107,0,0,0,0,0,0,0,92,315,1,0,8,9,8,51,0,1,9,285,182,107,32,58,16,285,182,107,32,58,0.323,0.049,0.075,0.25,0.017,0,0,3.424,5.667,6.375,0,0,0,0,5.75,3.424,0.5,0.562,0.5,3.188,0.062,0,0,0,0,0,0,0,14,51,0,0,7,9,5,35,0,1,8,39,132,70,19,43,13,45,164,89,21,56,0.359,0.068,0.071,0.368,0.023,0,0,3.643,3.889,7,0,0,0,0,1.077,3.643,0.538,0.692,0.385,2.692,0.077
